Pathway,Pathway Name,Metabolite,SMILES,inchikey,inchikey_wo_last
map00860,Porphyrin metabolism,C04778,Cc1cc2ncn([C@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2cc1C,ZMRGXEJKZPRBPJ-SYQHCUMBSA-N,ZMRGXEJKZPRBPJ-SYQHCUMBSA-
map00860,Porphyrin metabolism,C05306,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H](C(=O)OC)C5=O)C(CC)=C1C,ATNHDLDRLWWWCB-AENOIHSZSA-M,ATNHDLDRLWWWCB-AENOIHSZSA-
map00860,Porphyrin metabolism,C05307,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(C(=O)OC)C5=O)C(CC)=C1C=O,NSMUHPMZFPKNMZ-IOBBVUIDSA-M,NSMUHPMZFPKNMZ-IOBBVUIDSA-
map00860,Porphyrin metabolism,C05766,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,QTTNOSKSLATGQB-UHFFFAOYSA-N,QTTNOSKSLATGQB-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05767,O=C(O)CCC1=C(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)C(CC(=O)O)=C4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O,DAFUFNRZWDWXJP-UHFFFAOYSA-N,DAFUFNRZWDWXJP-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05768,Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)C2,WIUGGJKHYQIGNH-UHFFFAOYSA-N,WIUGGJKHYQIGNH-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05769,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(CCC(=O)O)=C4C)c(CCC(=O)O)c3C,VORBHEGMEBOMMB-UHFFFAOYSA-N,VORBHEGMEBOMMB-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05770,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C,JWFCYWSMNRLXLX-UHFFFAOYSA-N,JWFCYWSMNRLXLX-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05772,C/C1=C2/N/C(=C\C3=N/C(=C\c4[nH]c(c(CCC(=O)O)c4CC(=O)O)Cc4[nH]c1c(CC(=O)O)c4CCC(=O)O)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,AILJETHLKULYHE-IHDLTXBCSA-N,AILJETHLKULYHE-IHDLTXBCSA-
map00860,Porphyrin metabolism,C05773,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)O)[C@H]5CC(=O)O)N4[Co+])[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O)C(C)(C)[C@@H]2CCC(=O)O,ZRAQEEAQQLYOBK-OKJGWHJPSA-M,ZRAQEEAQQLYOBK-OKJGWHJPSA-
map00860,Porphyrin metabolism,C05774,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)O)[C@H]5CC(N)=O)N4[Co])[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,XQRJFEVDQXEIAX-FGSUPGCXSA-M,XQRJFEVDQXEIAX-FGSUPGCXSA-
map00860,Porphyrin metabolism,C05775,Cc1cc2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2cc1C,HLRUKOJSWOKCPP-SYQHCUMBSA-N,HLRUKOJSWOKCPP-SYQHCUMBSA-
map00860,Porphyrin metabolism,C05777,C[C@@]12CC(=O)N[C@@]13C[C@@H]1N=C(C[C@H]4N=C5/C(=C6/[C@@H](CCC(=O)O)[C@H](CC(=O)O)/C(=C/C(=N3)[C@H]2CCC(=O)O)N6[Ni+])C(=O)CC[C@H]5[C@@H]4CC(=O)O)[C@@](C)(CC(N)=O)[C@@H]1CCC(=O)O,XLFIRMYGVLUNOY-SXMZNAGASA-M,XLFIRMYGVLUNOY-SXMZNAGASA-
map00860,Porphyrin metabolism,C05778,C[C@@]1(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc(n2)[C@H]1CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]5CCC(=O)O)C(CC(=O)O)=C4CCC(=O)O)c(CCC(=O)O)c3CC(=O)O,KWIZRXMMFRBUML-ZTKUHGNGSA-N,KWIZRXMMFRBUML-ZTKUHGNGSA-
map00860,Porphyrin metabolism,C05786,C/C=C1C(=C\c2[nH]c(/C=C3\N=C(/C=C4\NC(=O)C(CC)=C4C)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)\NC(=O)[C@@H]\1C,INPDFIMLLXXDOQ-AIKFXVFZSA-N,INPDFIMLLXXDOQ-AIKFXVFZSA-
map00860,Porphyrin metabolism,C05787,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2C)NC1=O,SCJLWMXOOYZBTH-BTVQFETGSA-N,SCJLWMXOOYZBTH-BTVQFETGSA-
map00860,Porphyrin metabolism,C05789,CCC1C(=O)NC(Cc2[nH]c(Cc3[nH]c(CC4NC(=O)C(C)C4CC)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)C1C,VKGRRZVYCXLHII-UHFFFAOYSA-N,VKGRRZVYCXLHII-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05790,CCC1=C(C)C(Cc2[nH]c(Cc3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,OBHRVMZSZIDDEK-UHFFFAOYSA-N,OBHRVMZSZIDDEK-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05791,C=CC1=C(C)C(Cc2[nH]c(Cc3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,KSQFFJKKJAEKTB-UHFFFAOYSA-N,KSQFFJKKJAEKTB-UHFFFAOYSA-
map00860,Porphyrin metabolism,C05793,CCC1C(=O)NC(CC2=N/C(=C/c3[nH]c(CC4NC(=O)C(C)C4CC)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)C1C,DEEUSUJLZQQESV-RWPZCVJISA-N,DEEUSUJLZQQESV-RWPZCVJISA-
map00860,Porphyrin metabolism,C05794,CCC1=C(C)C(CC2=N/C(=C/c3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,KDCCOOGTVSRCHX-RWPZCVJISA-N,KDCCOOGTVSRCHX-RWPZCVJISA-
map00860,Porphyrin metabolism,C05795,C=CC1=C(C)C(CC2=N/C(=C/c3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,DOKCNDVEPDZOJQ-RWPZCVJISA-N,DOKCNDVEPDZOJQ-RWPZCVJISA-
map00860,Porphyrin metabolism,C05797,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C,CQIKWXUXPNUNDV-AXRVZGOCSA-N,CQIKWXUXPNUNDV-AXRVZGOCSA-
map00860,Porphyrin metabolism,C05798,CC[C@H]1c2cc3[nH]c4c(c3C)C(=O)[C@H](C(=O)OC)c4c3nc(cc4[nH]c(cc(n2)[C@@H]1C)c(C(C)=O)c4C)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,KWOZSBGNAHVCKG-WFDCHTCOSA-N,KWOZSBGNAHVCKG-WFDCHTCOSA-
map00860,Porphyrin metabolism,C05912,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C\C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,IGJXAXFFKKRFKU-ISRBKNAYSA-N,IGJXAXFFKKRFKU-ISRBKNAYSA-
map00860,Porphyrin metabolism,C05913,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C\C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,DKMLMZVDTGOEGU-AIKFXVFZSA-N,DKMLMZVDTGOEGU-AIKFXVFZSA-
map00860,Porphyrin metabolism,C06319,C[C@@]1(CC(=O)O)C2=NC(=C1CCC(=O)O)C[C@]1(C)N=C(CC3=NC([C@H](CC(=O)O)[C@@]3(C)CCC(=O)O)[C@]3(C)N/C(=C\2)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CCC(=O)O)=C1CC(=O)O,KIAIWUYRVXWYAI-NTZNHEDZSA-N,KIAIWUYRVXWYAI-NTZNHEDZSA-
map00860,Porphyrin metabolism,C06320,C[C@]1(CCC(=O)O)C2=NC(=C1CC(=O)O)[C@]1(C)N/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(C2)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]1(C)CC(=O)O,SOHWQLUTRKYCGZ-YTMGQXKNSA-N,SOHWQLUTRKYCGZ-YTMGQXKNSA-
map00860,Porphyrin metabolism,C06399,C/C1=C2/NC([C@H](CC(=O)O)[C@@]2(C)CCC(=O)O)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(=O)O)C4(C)C)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,ALLJLLMNGBKZLT-XTOXSSBSSA-N,ALLJLLMNGBKZLT-XTOXSSBSSA-
map00860,Porphyrin metabolism,C06406,C[C@]1(O)c2[nH]c(c(CCC(=O)O)c2CC(=O)O)Cc2[nH]c(c(CC(=O)O)c2CCC(=O)O)/C=C2\N=C(/C=C3\N[C@]14OC(=O)C[C@@]4(C)[C@@H]3CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]2CCC(=O)O,KJHZYYJBHKAUHS-NXWQJPGNSA-N,KJHZYYJBHKAUHS-NXWQJPGNSA-
map00860,Porphyrin metabolism,C06407,CC(=O)C12N/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)Cc3[nH]c(c(CCC(=O)O)c3CC(=O)O)CC3=NC1=C(CC(=O)O)[C@@]3(C)CCC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,IOBDBIPWYQGVMM-VLMJWMIZSA-N,IOBDBIPWYQGVMM-VLMJWMIZSA-
map00860,Porphyrin metabolism,C06408,CC1=C(CCC(=O)O)C2=N[C@@]1(C)CC1=N/C(=C(/C)C3=N[C@@](C)(C4N=C([C@H]2C)[C@](C)(CCC(=O)O)[C@H]4CC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]1CCC(=O)O,IGCZFSMEIXUSJY-RATFVIFXSA-N,IGCZFSMEIXUSJY-RATFVIFXSA-
map00860,Porphyrin metabolism,C06416,CC(=O)C12N/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(CC4=NC1=C(CC(=O)O)[C@@]4(C)CCC(=O)O)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,OUPXZNRNMLYOGK-FNFWWFRLSA-N,OUPXZNRNMLYOGK-FNFWWFRLSA-
map00860,Porphyrin metabolism,C06503,C/C1=C2/NC([C@H](CC(=O)O)[C@@]2(C)CCC(=O)O)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(=O)O)C4(C)C)[C@@H](CCC(=O)O)[C@]3(C)CC(N)=O)[C@@H](CCC(=O)O)[C@]2(C)CC(N)=O,BYLRAQWTUVCQLV-XTOXSSBSSA-N,BYLRAQWTUVCQLV-XTOXSSBSSA-
map00860,Porphyrin metabolism,C06504,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(=O)O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)O)[C@H]5CC(=O)O)N4[Co+])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)O)C(C)(C)[C@@H]2CCC(=O)O,IADMSJRJSGLGJI-OKJGWHJPSA-M,IADMSJRJSGLGJI-OKJGWHJPSA-
map00860,Porphyrin metabolism,C06505,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(=O)O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)O)[C@H]5CC(=O)O)N4[Co])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)O)C(C)(C)[C@@H]2CCC(=O)O,NKLHEMWEQJCPPF-YYYLUSCNSA-M,NKLHEMWEQJCPPF-YYYLUSCNSA-
map00860,Porphyrin metabolism,C06506,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(=O)O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)O)[C@H]5CC(=O)O)N4[Co+]C[C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)O)C(C)(C)[C@@H]2CCC(=O)O,OCNLJCZKGHKJGF-QOCQOLRHSA-M,OCNLJCZKGHKJGF-QOCQOLRHSA-
map00860,Porphyrin metabolism,C06507,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)O)[C@H]5CC(N)=O)N4[Co+]C[C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,AXZSUSWNAXMBBB-QOCQOLRHSA-M,AXZSUSWNAXMBBB-QOCQOLRHSA-
map00860,Porphyrin metabolism,C06508,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)O)[C@H]5CC(N)=O)N4[Co+]C[C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,KQXSPGAEBZWHMC-OCUXTBADSA-M,KQXSPGAEBZWHMC-OCUXTBADSA-
map00860,Porphyrin metabolism,C06509,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)(O)O)[C@H]5CC(N)=O)N4[Co+]C[C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,MQCMBMUJJHSGIF-OCUXTBADSA-M,MQCMBMUJJHSGIF-OCUXTBADSA-
map00860,Porphyrin metabolism,C06510,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]1O)[C@H]5CC(N)=O)N4[Co+]C[C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,IQTYKHRKNGVJEO-KTPDRMMFSA-M,IQTYKHRKNGVJEO-KTPDRMMFSA-
map00860,Porphyrin metabolism,C11242,CC[C@H]1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C,DSJXIQQMORJERS-AGGZHOMASA-M,DSJXIQQMORJERS-AGGZHOMASA-
map00860,Porphyrin metabolism,C11243,C/C=C1\C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C,IOOQHEFLQLMYPZ-GNQFORKWSA-M,IOOQHEFLQLMYPZ-GNQFORKWSA-
map00860,Porphyrin metabolism,C11538,C[C@@]1(CC(=O)O)/C2=C/c3c(CC(=O)O)c(CCC(=O)O)c4n3[Co]N3/C(=C\C5=N/C(=C\4)C(CCC(=O)O)=C5CC(=O)O)[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)/C3=C/C(=N2)[C@H]1CCC(=O)O,XZMXJYDTAININL-QIISWYHFSA-L,XZMXJYDTAININL-QIISWYHFSA-
map00860,Porphyrin metabolism,C11540,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)O)/C3=C/C4=N/C(=C\c5c(CC(=O)O)c(CCC(=O)O)c6n5[Co]N3C12C1=C(CC(=O)O)[C@@](C)(CCC(=O)O)C(=N1)C6)[C@@H](CCC(=O)O)[C@]4(C)CC(=O)O,VHHGJROBFDFFAE-QTESGACZSA-M,VHHGJROBFDFFAE-QTESGACZSA-
map00860,Porphyrin metabolism,C11542,C[C@]1(CCC(=O)O)C2=NC(=C1CC(=O)O)[C@]1(C)N([Co+])/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(C2)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]1(C)CC(=O)O,DFFFCFUPOVLDTP-IICGDJHVSA-M,DFFFCFUPOVLDTP-IICGDJHVSA-
map00860,Porphyrin metabolism,C11543,C[C@@]1(CC(=O)O)C2=NC(=C1CCC(=O)O)C[C@]1(C)N=C(CC3=N[C@H]([C@H](CC(=O)O)[C@@]3(C)CCC(=O)O)[C@]3(C)N([Co+])/C(=C\2)[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CCC(=O)O)=C1CC(=O)O,RFBIUXAOZAPWCC-RDKWKEIWSA-M,RFBIUXAOZAPWCC-RDKWKEIWSA-
map00860,Porphyrin metabolism,C11545,CC1=C(CCC(=O)O)C2=N[C@@]1(C)CC1=C(CCC(=O)O)[C@](C)(CC(=O)O)C(=N1)/C(C)=C1/[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)O)[C@H]3CC(=O)O)N1[Co+],DPVDDBUQBNNVPO-WTEINHRPSA-M,DPVDDBUQBNNVPO-WTEINHRPSA-
map00860,Porphyrin metabolism,C11630,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O,ZQHDSLZHMAUUQK-ZTYGKHTCSA-N,ZQHDSLZHMAUUQK-ZTYGKHTCSA-
map00860,Porphyrin metabolism,C11829,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(C(O)CC(=O)OC)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,MVCDIAGKFJFPBB-OHPWNHBFSA-M,MVCDIAGKFJFPBB-OHPWNHBFSA-
map00860,Porphyrin metabolism,C11830,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(C(=O)CC(=O)OC)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,IOQIILLGNAOXJE-OHPWNHBFSA-L,IOQIILLGNAOXJE-OHPWNHBFSA-
map00860,Porphyrin metabolism,C11831,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)C(C)=C1CCC(=O)O,YXBIPIDDNARELO-FDRQDALZSA-L,YXBIPIDDNARELO-FDRQDALZSA-
map00860,Porphyrin metabolism,C11832,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O,IQLDSMIBDORHSF-NYABAGMLSA-L,IQLDSMIBDORHSF-NYABAGMLSA-
map00860,Porphyrin metabolism,C11850,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,COQGSKNKQZLZEJ-AENOIHSZSA-M,COQGSKNKQZLZEJ-AENOIHSZSA-
map00860,Porphyrin metabolism,C11851,CC[C@H]1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Zn]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C,RIRRBPQKSNZHKW-AGGZHOMASA-M,RIRRBPQKSNZHKW-AGGZHOMASA-
map00860,Porphyrin metabolism,C12147,C[C@@H](OP(=O)(O)O)[C@H](N)C(=O)O,USRGIUJOYOXOQJ-GBXIJSLDSA-N,USRGIUJOYOXOQJ-GBXIJSLDSA-
map00860,Porphyrin metabolism,C14818,[Fe+2],CWYNVVGOOAEACU-UHFFFAOYSA-N,CWYNVVGOOAEACU-UHFFFAOYSA-
map00860,Porphyrin metabolism,C14819,[Fe+3],VTLYFUHAOXGGBS-UHFFFAOYSA-N,VTLYFUHAOXGGBS-UHFFFAOYSA-
map00860,Porphyrin metabolism,C15670,C=CC1=C(C)/C2=C/c3c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C=O)=C3CCC(=O)O)=C\C1=N2,ZGGYGTCPXNDTRV-SBAOHLROSA-L,ZGGYGTCPXNDTRV-SBAOHLROSA-
map00860,Porphyrin metabolism,C15672,C=CC1=C(C)/C2=C/c3c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,FISPASSVCDRERW-KRLVNNGJSA-L,FISPASSVCDRERW-KRLVNNGJSA-
map00860,Porphyrin metabolism,C16242,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)O)/C3=C/C4=NC(=C(CCC(=O)O)[C@]4(C)CC(=O)O)C[C@@]4(C)C(CC(=O)O)=C(CCC(=O)O)/C5=C/C6=NC(=C(CC(=O)O)[C@@]6(C)CCC(=O)O)C12N3[Co]N54,FMPRUTAGAUSVOA-IBAGIMPYSA-L,FMPRUTAGAUSVOA-IBAGIMPYSA-
map00860,Porphyrin metabolism,C16243,C[C@@]1(CC(=O)O)C2=NC(=C1CCC(=O)O)C[C@@]1(C)C(CC(=O)O)=C(CCC(=O)O)/C3=C/C4=N/C(=C5\N([Co]N31)/C(=C\2)[C@@H](CCC(=O)O)[C@]5(C)CC(=O)O)[C@H](CC(=O)O)[C@@]4(C)CCC(=O)O,XHLLHKIBBMZXKO-NXQAVURYSA-L,XHLLHKIBBMZXKO-NXQAVURYSA-
map00860,Porphyrin metabolism,C16244,CC1=C(CCC(=O)O)C2=N[C@@]1(C)CC1=C(CCC(=O)O)[C@](C)(CC(=O)O)C(=N1)/C=C1/[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)O)[C@H]3CC(=O)O)N1[Co+],GPKQHTAVLDBECX-HDPLZVLRSA-M,GPKQHTAVLDBECX-HDPLZVLRSA-
map00860,Porphyrin metabolism,C16540,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1CO,QCWXXDQFRHDXNM-IEEIVXFASA-L,QCWXXDQFRHDXNM-IEEIVXFASA-
map00860,Porphyrin metabolism,C16541,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O,QPDWBRHRBKXUNS-IEEIVXFASA-L,QPDWBRHRBKXUNS-IEEIVXFASA-
map00860,Porphyrin metabolism,C17401,C/C1=C2/N=C(/C=C3\N4[Co]n5c(c(CCC(=O)O)c(CC(=O)O)c51)/C=C1\N=C(/C=C\4[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CC(=O)O)=C1CCC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,RQHZZQLPDALGEQ-CYGMIEPJSA-L,RQHZZQLPDALGEQ-CYGMIEPJSA-
map00860,Porphyrin metabolism,C18021,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)O)[C@@H]3C,NSFSLUUZQIAOOX-LDCXZXNSSA-N,NSFSLUUZQIAOOX-LDCXZXNSSA-
