Pathway,Pathway Name,Metabolite,SMILES
map00860,Porphyrin metabolism,C16244,CC1=C(CCC(=O)O)C2=N[C@@]1(C)CC1=C(CCC(=O)O)[C@](C)(CC(=O)O)C(=N1)/C=C1/[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)O)[C@H]3CC(=O)O)N1[Co+]
map00860,Porphyrin metabolism,C16540,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1CO
map00860,Porphyrin metabolism,C16541,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O
map00860,Porphyrin metabolism,C17401,C/C1=C2/N=C(/C=C3\N4[Co]n5c(c(CCC(=O)O)c(CC(=O)O)c51)/C=C1\N=C(/C=C\4[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CC(=O)O)=C1CCC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O
map00860,Porphyrin metabolism,C18021,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)O)[C@@H]3C
map00860,Porphyrin metabolism,C18022,C=CC1=C(C)/C(=C/C2=N/C(=C3\c4[nH]c(Cc5[nH]c(C=O)c(C)c5CC)c(C)c4C(=O)[C@@H]3C(=O)OC)[C@@H](CCC(=O)O)[C@@H]2C)NC1=O
map00860,Porphyrin metabolism,C18064,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C
map00860,Porphyrin metabolism,C18098,C=CC1=C(C)C(CC2=N/C(=C3\c4[nH]c(Cc5[nH]c(C=O)c(C)c5CC)c(C)c4C(=O)[C@@H]3C(=O)OC)[C@@H](CCC(=O)O)[C@@H]2C)NC1=O
map00860,Porphyrin metabolism,C18151,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H](C(=O)OC)C5=O)C(CC)=C1CO
map00860,Porphyrin metabolism,C18152,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)C1C
map00860,Porphyrin metabolism,C18153,CCC1C2=N/C(=C\c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)O)C1C
map00860,Porphyrin metabolism,C18154,CCC1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)[C@H](C(=O)OC)C=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C18155,CCC1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)O)C1C
map00860,Porphyrin metabolism,C18156,C/C=C1\C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)O)C1C
map00860,Porphyrin metabolism,C18157,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(CC5=O)C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)C(CC)=C1C
map00860,Porphyrin metabolism,C18160,[1*]C1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c([2*])/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C18161,[1*]C1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c([2*])/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4C)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C18162,[1*]C1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c([2*])/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C
map00860,Porphyrin metabolism,C18163,[1*]C1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c([2*])/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4C)[C@@H](C)[C@@H]1CCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C
map00860,Porphyrin metabolism,C19608,
map00860,Porphyrin metabolism,C20666,C=CC1=C(C)C(=O)N/C1=C\c1[nH]c(C(=O)c2[nH]c(/C=C3\NC(=O)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)c(C=C)c1C
map00860,Porphyrin metabolism,C21217,CC[C@H]1C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]1C
map00860,Porphyrin metabolism,C21284,CC1=C(CCC(=O)O)C2=N/C1=C\c1c(C)c(CCC(=O)O)c3n1[Fe]n1/c(c(C)c(CCC(=O)O)/c1=C/2)=C\C1=N/C(=C\3)C(C)=C1CCC(=O)O
map00860,Porphyrin metabolism,C21427,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(CC)c5c(n4[Mg]3)=C(CC5=O)C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)C(CC)=C1C
map00860,Porphyrin metabolism,C21428,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(CC)c5c(n4[Mg]3)=C(CC5=O)C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)C(CCC)=C1C
map00860,Porphyrin metabolism,C21429,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(CC)c5c(n4[Mg]3)=C(CC5=O)C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)C(CC(C)C)=C1C
map00860,Porphyrin metabolism,C21431,CCC1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21432,CCC1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c(CC)/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21433,CCCC1=C(C)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c(CC)/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21434,CCc1c2c3n4/c1=C\C1=N/C(=C\c5c(C(C)O)c(C)c(n5[Mg]4)/C=C4\N=C(C=3CC2=O)[C@@H](CCC(=O)O)[C@@H]4C)C(C)=C1CC(C)C
map00860,Porphyrin metabolism,C21435,C/C=C1\C2=N/C(=C\c3c(C(C)=O)c(C)c4n3[Mg]n3c5c(c(C)/c3=C/2)C(=O)[C@H](C(=O)OC)C=5C2=N/C(=C\4)[C@@H](C)[C@@H]2CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]1C
map00860,Porphyrin metabolism,C21510,C[C@@]1(CC(=O)O)/C2=C/c3c(CC(=O)O)c(CCC(=O)O)c4n3[Ni]N3/C(=C\C5=N/C(=C\4)C(CCC(=O)O)=C5CC(=O)O)[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)/C3=C/C(=N2)[C@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21511,C[C@@]1(CC(N)=O)/C2=C/c3c(CC(=O)O)c(CCC(=O)O)c4n3[Ni]N3/C(=C\C5=N/C(=C\4)C(CCC(=O)O)=C5CC(=O)O)[C@@H](CCC(=O)O)[C@](C)(CC(N)=O)/C3=C/C(=N2)[C@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21512,C[C@@]12CC(=O)N[C@@]13C[C@@H]1N=C(C[C@H]4N=C(/C=C5/[C@@H](CCC(=O)O)[C@H](CC(=O)O)/C(=C/C(=N3)[C@H]2CCC(=O)O)N5[Ni+])[C@@H](CCC(=O)O)[C@@H]4CC(=O)O)[C@@](C)(CC(N)=O)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21582,[1*]C1=C(C=O)/C2=C/c3c(C(C)O)c(C)c4n3[Mg]n3c5c(c([2*])/c3=C/C1=N2)C(=O)CC=5C1=N/C(=C\4C)[C@@H](C)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C21723,C=CC1=C(C)/C(=C/C2=C(C=C)C(C)C(=O)N2)N=C1/C=c1\[nH]/c(=C\C2=NC(=O)C(C)=C2CCC(=O)O)c(CCC(=O)O)c1C
map00860,Porphyrin metabolism,C21724,C=CC1=C(C)/C(=C/c2[nH]c(/C=C3\N=C(/C=C4\NC(=O)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C)c(C)c2C=C)NC1=O
map00860,Porphyrin metabolism,C21764,Oc1ccc2[nH]cnc2c1
map00860,Porphyrin metabolism,C21835,CC1=C(CCC(=O)O)/C2=C/c3c(CCC(=O)O)c(C)c4n3[Fe]N3/C(=C\C1=N2)[C@@H](CCC(=O)O)[C@](C)(CC(=O)O)/C3=C/C1=N/C(=C\4)[C@@](C)(CC(=O)O)[C@@H]1CCC(=O)O
map00860,Porphyrin metabolism,C22338,CC1=C(CCC(=O)O)/C2=C/c3c(CCC(=O)O)c(C)c4n3[Fe]N3/C(=C\C1=N2)C(=O)[C@](C)(CC(=O)O)/C3=C/C1=N/C(=C\4)[C@@](C)(CC(=O)O)C1=O
map00860,Porphyrin metabolism,C22339,CC1=C(CCC(=O)O)/C2=C/c3c(/C=C/C(=O)O)c(C)c4n3[Fe]N3/C(=C\C1=N2)C(=O)[C@](C)(CC(=O)O)/C3=C/C1=N/C(=C\4)[C@@](C)(CC(=O)O)C1=O
map00860,Porphyrin metabolism,C22450,COc1ccc2[nH]cnc2c1
map00860,Porphyrin metabolism,C22451,COc1cc2nc[nH]c2cc1C
map00900,Terpenoid backbone biosynthesis,C00022,CC(=O)C(=O)O
map00900,Terpenoid backbone biosynthesis,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00118,O=C[C@H](O)COP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00129,C=C(C)CCOP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00235,CC(C)=CCOP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00332,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00341,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00353,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C00356,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O
map00900,Terpenoid backbone biosynthesis,C00418,C[C@@](O)(CCO)CC(=O)O
map00900,Terpenoid backbone biosynthesis,C00448,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C01107,C[C@@](O)(CCOP(=O)(O)O)CC(=O)O
map00900,Terpenoid backbone biosynthesis,C01126,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO
map00900,Terpenoid backbone biosynthesis,C01143,C[C@@](O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O
map00900,Terpenoid backbone biosynthesis,C01230,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C02321,*C/C=C(/C)C*
map00900,Terpenoid backbone biosynthesis,C03461,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=O
map00900,Terpenoid backbone biosynthesis,C04145,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C04146,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C04216,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C04506,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)O
map00900,Terpenoid backbone biosynthesis,C04574,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C04748,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)OC
map00900,Terpenoid backbone biosynthesis,C05427,C/C(=C\COP(=O)(O)OP(=O)(O)O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
map00900,Terpenoid backbone biosynthesis,C05859,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C06081,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CO
map00900,Terpenoid backbone biosynthesis,C11434,C[C@](O)(CO)[C@H](O)COP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C11435,C[C@](O)(CO)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
map00900,Terpenoid backbone biosynthesis,C11436,C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
map00900,Terpenoid backbone biosynthesis,C11437,CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C11453,C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O
map00900,Terpenoid backbone biosynthesis,C11811,C/C(=C\COP(=O)(O)OP(=O)(O)O)CO
map00900,Terpenoid backbone biosynthesis,C16521,C=CC(=C)C
map00900,Terpenoid backbone biosynthesis,C16826,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C17432,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C18321,CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C19691,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSC[C@H](N)C(=O)O
map00900,Terpenoid backbone biosynthesis,C19760,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C19852,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C19853,CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C20120,*[C@H](N)C(=O)N[C@@H](*)C(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)N[C@@H](*)C(=O)O
map00900,Terpenoid backbone biosynthesis,C20121,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C20345,C=C(C)CCOP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C20847,C[C@@](CCO)(CC(=O)O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C20848,C[C@@](CCOP(=O)(O)O)(CC(=O)O)OP(=O)(O)O
map00900,Terpenoid backbone biosynthesis,C22453,C/C(=C\C(=O)O)CCOP(=O)(O)O
map00901,Indole alkaloid biosynthesis,C00031,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
map00901,Indole alkaloid biosynthesis,C00078,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
map00901,Indole alkaloid biosynthesis,C00398,NCCc1c[nH]c2ccccc12
map00901,Indole alkaloid biosynthesis,C01091,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1O)[C@@H]32
map00901,Indole alkaloid biosynthesis,C01626,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32
map00901,Indole alkaloid biosynthesis,C01761,C/C=C1/[C@H]2C[C@H]3C4=Nc5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O
map00901,Indole alkaloid biosynthesis,C01852,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O
map00901,Indole alkaloid biosynthesis,C02074,C/C=C1/[C@H]2C[C@H]3C4=Nc5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map00901,Indole alkaloid biosynthesis,C02151,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC
map00901,Indole alkaloid biosynthesis,C02673,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)C1)[C@@H]32
map00901,Indole alkaloid biosynthesis,C03309,C=C[C@H]1[C@H](O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21
map00901,Indole alkaloid biosynthesis,C03470,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21
map00901,Indole alkaloid biosynthesis,C03677,C/C=C1/C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC
map00901,Indole alkaloid biosynthesis,C04290,CC(C)=CCc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12
map00901,Indole alkaloid biosynthesis,C04578,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5NC4[C@@](O)(C(=O)OC)C1)[C@@H]32
map00901,Indole alkaloid biosynthesis,C06068,CN1CC(CO)=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
map00901,Indole alkaloid biosynthesis,C06522,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
map00901,Indole alkaloid biosynthesis,C06535,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
map00901,Indole alkaloid biosynthesis,C06536,COc1ccc2c3c([nH]c2c1)C(C)=NCC3
map00901,Indole alkaloid biosynthesis,C06538,COc1ccc2c(c1)[nH]c1c(C)nccc12
map00901,Indole alkaloid biosynthesis,C06542,CC[C@@H]1[C@@H](O)N2C3C[C@H]1C1[C@@H](O)[C@]4(C[C@@H]12)c1ccccc1N(C)[C@@H]34
map00901,Indole alkaloid biosynthesis,C07201,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
map00901,Indole alkaloid biosynthesis,C07204,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
map00901,Indole alkaloid biosynthesis,C07541,CN1C[C@H](C(=O)O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
map00901,Indole alkaloid biosynthesis,C07544,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)C4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21
map00901,Indole alkaloid biosynthesis,C07576,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
map00901,Indole alkaloid biosynthesis,C08312,CN(C)CCc1c[nH]c2cccc(O)c12
map00901,Indole alkaloid biosynthesis,C09023,CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
map00901,Indole alkaloid biosynthesis,C09024,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
map00901,Indole alkaloid biosynthesis,C09025,C/C=C1/CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccccc14
map00901,Indole alkaloid biosynthesis,C09028,COC(=O)C1=CO[C@@H](C)[C@@H]2C[n+]3ccc4c([n-]c5ccccc54)c3C[C@H]12
map00901,Indole alkaloid biosynthesis,C09084,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43
map00901,Indole alkaloid biosynthesis,C09089,C[C@H]1NCCc2c1[nH]c1ccccc21
map00901,Indole alkaloid biosynthesis,C09107,CCC1=CC2C[N@@]3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@@H]13
map00901,Indole alkaloid biosynthesis,C09131,CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)CO
map00901,Indole alkaloid biosynthesis,C09209,Cc1nccc2c1[nH]c1ccccc12
map00901,Indole alkaloid biosynthesis,C09239,C/C=C1\CN2[C@H]3C[C@H]1C(CO)[C@@H]2Cc1c3[nH]c2ccc(O)cc12
map00901,Indole alkaloid biosynthesis,C09241,COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([n-]c5ccccc54)c3C[C@H]12
map00901,Indole alkaloid biosynthesis,C09243,COc1ccc2c3c([nH]c2c1)[C@@H](C)NCC3
map00901,Indole alkaloid biosynthesis,C09244,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1ccccc14)[C@@H]32
map00901,Indole alkaloid biosynthesis,C11632,C/C=C1\CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@H]1C3(C=O)C(=O)OC
map00901,Indole alkaloid biosynthesis,C11633,C/C=C1\CN2[C@H]3C[C@H]1[C@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12
map00901,Indole alkaloid biosynthesis,C11634,C/C=C1\CN2[C@H]3C[C@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12
map00901,Indole alkaloid biosynthesis,C11635,C/C=C1\CN2[C@H]3C[C@H]1C(CO)[C@@H]2Cc1c3[nH]c2ccccc12
map00901,Indole alkaloid biosynthesis,C11641,CCC1=C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
map00901,Indole alkaloid biosynthesis,C11642,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC=C[C@@](C(C)O)(C1)[C@H]23
map00901,Indole alkaloid biosynthesis,C11643,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(O)ccc14)[C@@H]32
map00901,Indole alkaloid biosynthesis,C11675,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(OC)ccc14)[C@@H]32
map00901,Indole alkaloid biosynthesis,C11676,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(CC3OC31)[C@@H]24
map00901,Indole alkaloid biosynthesis,C11677,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CC4OC4[C@@](C(C)O)(C1)[C@H]23
map00901,Indole alkaloid biosynthesis,C11678,C=C[C@@H](C=O)[C@H](C[C@@H]1NCCc2c1[nH]c1ccccc21)/C(=C/O)C(=O)OC
map00901,Indole alkaloid biosynthesis,C11679,C=C[C@H]1C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC
map00901,Indole alkaloid biosynthesis,C11680,COC(=O)C1=CO[C@@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
map00901,Indole alkaloid biosynthesis,C11681,COC(=O)C1=CO[C@H](C)C2=CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
