Pathway ID,Type,Pathway Name,Metabolite,Name,SMILES
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,CPD-81,coniferaldehyde glucoside,COC2(/C=C(\C=C/C(/O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=2)/C=C/C=O)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,SINAPYL-ALCOHOL,sinapyl alcohol,COC1(/C=C(/C=C/CO)/C=C(C(\O)=1)/OC)
PWY-83,LIGNIN-SYN,monolignol glucosides biosynthesis,CPD-63,syringin,COC2(\C(\O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C=C(/C=2)/C=C/CO)\OC)
PWY-2345,ISOFLAVONOID-PHYTOALEXINS,genistein conjugates interconversion,CPD-3141,genistein,C3(\C(\C1(\C(=O)C2(/C(/O)=C\C(\[O-])=C/C(/O\C=1)=2)))=C/C=C(\C=3)/O)
PWY-2345,ISOFLAVONOID-PHYTOALEXINS,genistein conjugates interconversion,CPD-3421,genistin,C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2(\C=C(C3(\C(=O)C(/C1(\C=C/C(/O)=C\C=1))=C/OC(/C=2)=3))\O))O4)
PWY-2345,ISOFLAVONOID-PHYTOALEXINS,genistein conjugates interconversion,CPD-3422,malonylgenistin,C2(\OC3(\C(\C(=O)C(/C1(\C=C/C(/O)=C\C=1))=2)=C(/C=C(/C=3)/O[C@H]4([C@H](O)[C@H]([C@H](O)[C@@H](COC(CC([O-])=O)=O)O4)O))\O))
PWY-5398,APOCAROTENOID-SYN,crocetin esters biosynthesis,CPD-8662,crocetin,CC(/C=C/C=C(C)/C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)[O-]
PWY-5398,APOCAROTENOID-SYN,crocetin esters biosynthesis,CPD-8663,&beta;-D-glucosyl crocetin,CC(/C=C/C=C(C)/C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)
PWY-5398,APOCAROTENOID-SYN,crocetin esters biosynthesis,CPD-8664,&beta;-D-gentiobiosyl crocetin,CC(/C=C/C=C(C)/C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@H]2([C@@H]([C@@H](O)[C@@H]([C@@H](CO)O2)O)O))
PWY-5398,APOCAROTENOID-SYN,crocetin esters biosynthesis,CPD-8667,bis(&beta;-D-glucosyl) crocetin,CC(/C=C/C=C(C)/C(=O)O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO))=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)O[C@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)
PWY-5398,APOCAROTENOID-SYN,crocetin esters biosynthesis,CPD-8665,&beta;-D-gentiobiosyl &beta;-D-glucosyl crocetin,CC(/C=C/C=C(C)/C(=O)O[C@H]1([C@@H]([C@@H](O)[C@@H]([C@H](O1)CO)O)O))=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)O[C@@H]2(O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@H]3([C@@H]([C@@H](O)[C@@H]([C@@H](CO)O3)O)O))
PWY-5398,APOCAROTENOID-SYN,crocetin esters biosynthesis,CPD-8666,crocin,CC(/C=C/C=C(C)/C(=O)O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@H]2([C@@H]([C@@H](O)[C@@H]([C@@H](CO)O2)O)O)))=C\C=C\C=C(C)\C=C\C=C(C)\C(=O)O[C@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4([C@@H]([C@@H](O)[C@@H]([C@@H](CO)O4)O)O))O)O)O)
PWY-6900,S-CONTAINING-SECONDARY-CMPD-SYN,(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis,CPD-13604,homoisoalliin,CC/C=C/S(=O)C[C@H]([NH3+])C(=O)[O-]
PWY-6900,S-CONTAINING-SECONDARY-CMPD-SYN,(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis,CPD-13605,(<i>E</i>)-1-butenesulfenate,CC/C=C/SO
PWY-6900,S-CONTAINING-SECONDARY-CMPD-SYN,(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis,CPD-13606,(Z)-butanethial S-oxide,CCCC=[S+][O-]
PWY-6287,C40-Carotenoids-Biosynthesis,neurosporene biosynthesis,CPD-464,prephytoene diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/[C@@H]1([C@@](CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)([C@H]1COP(OP(=O)([O-])[O-])([O-])=O)C)
PWY-6287,C40-Carotenoids-Biosynthesis,neurosporene biosynthesis,CPD-12321,15-<i>cis</i>-phytoene,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/C=C\C=C(C)\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6287,C40-Carotenoids-Biosynthesis,neurosporene biosynthesis,CPD-7408,<i>all-trans</i> phytofluene,CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6287,C40-Carotenoids-Biosynthesis,neurosporene biosynthesis,CPD1F-98,<i>all-trans</i>-&zeta;-carotene,CC(C)=CCCC(\C)=C/CCC(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6287,C40-Carotenoids-Biosynthesis,neurosporene biosynthesis,GERANYLGERANYL-PP,geranylgeranyl diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
PWY-6287,C40-Carotenoids-Biosynthesis,neurosporene biosynthesis,NEUROSPORENE,<i>all-trans</i> neurosporene,CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-21506,(<i>S</i>)-1-hydroxy-<i>N</i>-methylcanadine,C[N+]14(CC5(\C(\OC)=C(\C=C/C(\C[C@@H](C2(/C(\CC1)=C\C3(\OCOC(/C(/O)=2)=3)))4)=5)\OC))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-21505,"(13<i>S</i>,14<i>R</i>)-1,13-dihydroxy-<i>N</i>-methylcanadine",C[N+]14(CC5(/C(/OC)=C(\C=C/C(/[C@H](O)[C@@H](C2(/C(\CC1)=C\C3(\OCOC(/C(/O)=2)=3)))4)=5)/OC))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-14829,"(13<i>S</i>,14<i>R</i>)-13-<i>O</i>-acetyl-1-hydroxy-<i>N</i>-methylcanadine",CC(=O)O[C@@H]1([C@H]3(C4(/C(\CC[N+](CC2(/C(/OC)=C(\C=C/C\1=2)/OC))(C)3)=C\C5(\OCOC(/C(/O)=4)=5))))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,S-RETICULINE,(<i>S</i>)-reticuline,C1([NH+]([C@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC3(\C=C/C(/OC)=C(\C=3)/O))C)
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,S-SCOULERINE,(<i>S</i>)-scoulerine,C1(N3([C@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC4(\C=C/C(/OC)=C(C(/C3)=4)/O)))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,S-TETRAHYDROCOLUMBAMINE,(<i>S</i>)-tetrahydrocolumbamine,C1(CC4(/C=C(C(/O)=C\C(\[C@@H]2(CC3(\C=C/C(/OC)=C(C(/CN12)=3)/OC)))=4)/OC))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,S-TETRAHYDROBERBERINE,(<i>S</i>)-canadine,C1(CC4(\C(\[C@@H]2(CC3(\C=C/C(/OC)=C(C(/CN12)=3)/OC)))=C/C5(/OCOC(/C=4)=5)))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,S-N-METHYLCANADINE,(<i>S</i>)-<i>N</i>-methylcanadine,C[N+]14([C@H](C2(\C(/CC1)=C/C3(/OCOC(/C=2)=3)))CC5(\C=C/C(/OC)=C(C(/C4)=5)/OC))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-14833,narcotine hemiacetal,COC5(\C(\OC)=C1(C(/[C@H](OC(O)1)[C@H]2(C3(/C(\CCN(C)2)=C\C4(\OCOC(/C(/OC)=3)=4))))=C\C=5))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-14834,noscapine,COC1(/C=C\C2(\[C@H](OC(=O)C(/C(/OC)=1)=2)[C@H]4(C5(\C(\OC)=C3(C(/OCO3)=C\C(/CCN(C)4)=5)))))
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-14832,3-<i>O</i>-aceylpapaveroxine,CC(=O)O[C@H]([C@H]1(C2(/C(\CCN(C)1)=C\C3(\OCOC(/C(/OC)=2)=3))))C4(/C=C\C(\OC)=C(C(\C=O)=4)\OC)
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-14831,3-<i>O</i>-acetyl-4'-<i>O</i>-demethylpapaveroxine,CC(=O)O[C@H]([C@H]1(C2(/C(\CCN(C)1)=C\C3(\OCOC(/C(/O)=2)=3))))C4(/C=C\C(\OC)=C(C(\C=O)=4)\OC)
PWY-7138,ALKALOIDS-SYN,noscapine biosynthesis,CPD-14830,"(13<i>S</i>,14<i>R</i>)-13-<i>O</i>-acetyl-1,8-dihydroxy-<i>N</i>-methylcanadine",CC(=O)O[C@@H]1([C@H]3(C4(/C(\CC[N+](C(O)C2(/C(/OC)=C(\C=C/C\1=2)/OC))(C)3)=C\C5(\OCOC(/C(/O)=4)=5))))
PWY-5061,ISOFLAVONOID-SYN,"6,7,4'-trihydroxyisoflavone biosynthesis",CPD-6997,"2,6,7,4'-tetrahydroxyisoflavanone",C3(\C(C1(C(C2(\C(\OC1O)=C/C(/O)=C(/C=2)/O))=O))=C/C=C(\C=3)/O)
PWY-5061,ISOFLAVONOID-SYN,"6,7,4'-trihydroxyisoflavone biosynthesis",CPD-6998,"6,7,4'-trihydroxyisoflavone",C3(\C(\C1(\C(=O)C2(\C(\O\C=1)=C/C(/O)=C(/C=2)/O)))=C/C=C(\C=3)/O)
PWY-5061,ISOFLAVONOID-SYN,"6,7,4'-trihydroxyisoflavone biosynthesis",CPD-6996,"6,7,4'-trihydroxyflavanone",C3(\C(\C1(OC2(\C(\C(C1)=O)=C/C(/O)=C(/C=2)/O)))=C/C=C(\C=3)/O)
PWY-5061,ISOFLAVONOID-SYN,"6,7,4'-trihydroxyisoflavone biosynthesis",CPD-3061,(2<i>S</i>)-liquiritigenin,C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C/C=C(/C=2)/O)))=3)/O)
PWY-6040,CINNAMATE-SYN,chlorogenic acid biosynthesis II,4-COUMAROYLQUINATE,<i>trans</i>-5-<i>O</i>-(4-coumaroyl)-D-quinate,C([O-])(=O)[C@]1(O)(C[C@@H](O)[C@@H](O)[C@@H](C1)OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))
PWY-6040,CINNAMATE-SYN,chlorogenic acid biosynthesis II,CAFFEOYLQUINATE,<i>trans</i>-5-O-caffeoyl-D-quinate,C([O-])(=O)[C@]1(O)(C[C@@H](O)[C@@H](O)[C@@H](C1)OC(=O)/C=C/C2(\C=C/C(/O)=C(C=2)/O))
PWY-6040,CINNAMATE-SYN,chlorogenic acid biosynthesis II,P-COUMAROYL-COA,(<i>E</i>)-4-coumaroyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6040,CINNAMATE-SYN,chlorogenic acid biosynthesis II,CPD-412,<i>trans</i>-5-O-(4-coumaroyl)shikimate,C(O[C@H]1([C@H](O)[C@H](O)/C=C(C1)/C([O-])=O))(=O)/C=C/C2(\C=C/C(/O)=C\C=2)
PWY-6040,CINNAMATE-SYN,chlorogenic acid biosynthesis II,CAFFEOYLSHIKIMATE,5-<i>O</i>-caffeoylshikimate,C(O[C@H]1([C@H](O)[C@H](O)/C=C(C1)/C([O-])=O))(=O)/C=C/C2(\C=C/C(/O)=C(C=2)/O)
PWY-7474,TRITERPENOID-SYN,avenacin A-2 biosynthesis,CPD-12630,benzoyl-&beta;-D-glucopyranose,C(O)[C@H]2(O[C@@H](OC(C1(\C=C/C=C\C=1))=O)[C@H](O)[C@@H](O)[C@H](O)2)
PWY-7474,TRITERPENOID-SYN,avenacin A-2 biosynthesis,CPD-16623,des-acyl avenacin A,C[C@]1(C=O)([C@@H](O)C[C@@]3(C)([C@@H](C1)[C@@]24(O[C@@H]2C[C@H]5([C@](C)([C@](C)(C[C@H](O)3)4)CC[C@@H]9([C@@](C)5CC[C@H](O[C@@H]8(OC[C@H](O[C@@H]6(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)6))[C@H](O)[C@@H](O[C@@H]7(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)7))8))[C@](CO)(C)9)))))
PWY-7474,TRITERPENOID-SYN,avenacin A-2 biosynthesis,CPD-16599,avenacin A-2,C[C@]2(C=O)([C@@H](OC(=O)C1(\C=C/C=C\C=1))C[C@@]4(C)([C@@H](C2)[C@@]35(O[C@@H]3C[C@H]6([C@](C)([C@](C)(C[C@H](O)4)5)CC[C@@H]%10([C@@](C)6CC[C@H](O[C@@H]9(OC[C@H](O[C@@H]7(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)7))[C@H](O)[C@@H](O[C@@H]8(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)8))9))[C@](CO)(C)%10)))))
PWY-6304,DITERPENOID-SYN,casbene biosynthesis,GERANYLGERANYL-PP,geranylgeranyl diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
PWY-6304,DITERPENOID-SYN,casbene biosynthesis,CPD-684,casbene,CC1(/CC/C=C(C)/CCC2(C(C)(C(/C=C(C)/CC/C=1)2)C))
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CPD-18761,coniferyl alcohol radical,COC1(\C(=O)\C=C/C(/C=1)=CCCO)
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CPD-8905,(+)-pinoresinol,COC1(/C=C(\C=C/C(/O)=1)/[C@H]3(OC[C@@H]4([C@@H](C2(\C=C/C(/O)=C(/C=2)/OC))OC[C@H]34)))
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CONIFERYL-ALCOHOL,coniferyl alcohol,COC1(\C(\O)=C/C=C(/C=C/CO)/C=1)
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CPD-8922,(+)-sesamin,C1(OC2(\C(\O1)=C/C=C(/C=2)/[C@@H]5([C@H]6(CO[C@H](C4(\C=C3(C(/OCO3)=C\C=4)))[C@@H](CO5)6))))
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CPD-8928,(+)-sesamolin,C6(/C=C1(C(/OCO1)=C\C(\[C@H]2(OC[C@@H]3([C@H](OC[C@H]23)OC4(\C=C/C5(/OCOC(/C=4)=5)))))=6))
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CPD-8927,(+)-sesamolinol,COC1(/C=C(\C=C/C(/O)=1)/O[C@H]2(OC[C@@H]3([C@H](OC[C@H]23)C5(\C=C4(C(/OCO4)=C\C=5)))))
PWY-5469,LIGNAN-SYN,sesamin biosynthesis,CPD-8921,(+)-piperitol,COC1(\C(\O)=C/C=C(/C=1)/[C@@H]4([C@H]5(CO[C@H](C3(\C=C2(C(/OCO2)=C\C=3)))[C@@H](CO4)5)))
PWY18C3-9,ACYLSUGAR-BIOSYNTHESIS,diacylsucrose biosynthesis (<i>Solanum</i>),CPD-19018,4-(3-methylbutanoyl)sucrose,CC(C)CC(=O)O[C@H]1([C@H](O)[C@@H](O)[C@H](O[C@H](CO)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2))
PWY18C3-9,ACYLSUGAR-BIOSYNTHESIS,diacylsucrose biosynthesis (<i>Solanum</i>),CPD-19025,3-(2-methylbutanoyl)-4-(3-methylbutanoyl)sucrose,CCC(C)C(O[C@@H]1([C@@H](O)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2)))=O
PWY18C3-9,ACYLSUGAR-BIOSYNTHESIS,diacylsucrose biosynthesis (<i>Solanum</i>),CPD-19027,3-dodecanoyl-4-(3-methylbutanoyl)sucrose,CCCCCCCCCCCC(O[C@@H]1([C@@H](O)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2)))=O
PWY18C3-9,ACYLSUGAR-BIOSYNTHESIS,diacylsucrose biosynthesis (<i>Solanum</i>),CPD-19026,3-decanoyl-4-(3-methylbutanoyl)sucrose,CCCCCCCCCC(O[C@@H]1([C@@H](O)[C@H](O[C@H](CO)[C@@H](OC(=O)CC(C)C)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2)))=O
PWY18C3-9,ACYLSUGAR-BIOSYNTHESIS,diacylsucrose biosynthesis (<i>Solanum</i>),CPD-21955,"3,4-di(3-methylbutanoyl)sucrose",CC(C)CC(=O)O[C@H]1([C@H](OC(=O)CC(C)C)[C@@H](O)[C@H](O[C@H](CO)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2))
PWY18C3-9,ACYLSUGAR-BIOSYNTHESIS,diacylsucrose biosynthesis (<i>Solanum</i>),CPD-19023,3-isobutanoyl-4-(3-methylbutanoyl)sucrose,CC(C)CC(=O)O[C@H]1([C@H](OC(C(C)C)=O)[C@@H](O)[C@H](O[C@H](CO)1)O[C@]2(CO)(O[C@H](CO)[C@@H](O)[C@H](O)2))
PWY-6332,ISOFLAVONOID-SYN,coumestrol biosynthesis,CPD-11782,"3,9-dihydroxypterocarp-6a-en",C1(OC4(/C=C(\C=C/C(/C2(/OC3(\C(/C\1=2)=C/C=C(/C=3)/O)))=4)/O))
PWY-6332,ISOFLAVONOID-SYN,coumestrol biosynthesis,CPD-11779,coumestrol,C1(OC4(/C=C(\C=C/C(/C2(/OC3(\C(/C\1=2)=C/C=C(/C=3)/O)))=4)/O))(=O)
PWY-6332,ISOFLAVONOID-SYN,coumestrol biosynthesis,2-HYDROXY-23-DIHYDRODAIDZEIN,(3R)-2'-hydroxydihydrodaidzein,C3(\C(\O)=C/C(O)=C([C@H]1(C(C2(\C(\OC1)=C/C(/O)=C\C=2))=O))\C=3)
PWY-6332,ISOFLAVONOID-SYN,coumestrol biosynthesis,2-HYDROXYDAIDZEIN,2'-hydroxydaidzein,C1(\C(\O)=C/C(/O)=C(\C=1)/C2(/C(=O)C3(/C=C\C(\O)=C/C(/O\C=2)=3)))
PWY-6332,ISOFLAVONOID-SYN,coumestrol biosynthesis,CPD-12609,(<i>S</i>)-dihydrodaidzein,C3(\C([C@@H]1(C(C2(\C(\OC1)=C/C(/O)=C\C=2))=O))=C/C=C(\C=3)/O)
PWY-6332,ISOFLAVONOID-SYN,coumestrol biosynthesis,DAIDZEIN,daidzein,C3(\C(\C1(\C(=O)C2(/C=C\C(\O)=C/C(/O\C=1)=2)))=C/C=C(\C=3)/O)
PWY-5107,DITERPENOID-SYN,phytol salvage pathway,CPD-7025,phytyl monophosphate,CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/COP([O-])(=O)[O-])C)C
PWY-5107,DITERPENOID-SYN,phytol salvage pathway,PHYTYL-PYROPHOSPHATE,phytyl diphosphate,CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C
PWY-5107,DITERPENOID-SYN,phytol salvage pathway,PHYTOL,phytol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CO
PWY-7070,DITERPENOID-SYN,steviol biosynthesis,CPD1F-132,<i>ent</i>-kaur-16-en-19-oate,C=C1([C@H]4(C[C@]3(C1)(CC[C@@H]2([C@@](C([O-])=O)(C)CCC[C@](C)2[C@@H]3CC4))))
PWY-7070,DITERPENOID-SYN,steviol biosynthesis,CPD-14501,steviol,C=C1(C[C@@]24(C[C@@]1(O)CC[C@@H]([C@]3(C)(CCC[C@](C([O-])=O)(C)[C@@H](CC2)3))4))
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12201,anigorufone,C4(\C=C/C(/C3(\C=C/C2(\C=C/C=C1(/C=C(C(=O)C(/C1=2)=3)/[O-]))))=C\C=4)
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12209,methoxyanigorufone,COC1(\C(=O)C3(/C4(C(/C=1)=C/C=C\C(\C=C/C(/C2(\C=C/C=C\C=2))=3)=4)))
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12203,lachnanthocarpone,C4(\C=C/C(/C3(C2(C(\O)=C(\C=C1(\C=C/C(=O)C(\C1=2)=C/C=3))\O)))=C\C=4)
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12202,"1-phenyl-7-(3,4-dihydroxyphenyl)-hepta-1,3-dien-5-one",C2(\C=C/C(/C=C/C=C/C(=O)CCC1(\C=C/C(/O)=C(\C=1)/O))=C\C=2)
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,P-COUMAROYL-COA,(<i>E</i>)-4-coumaroyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12184,4-coumaroylacetyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12207,"(1E,6E)-1-(4-hydroxyphenyl)-7-phenylhepta-1,6-diene-3,5-dione",C2(\C=C/C(/C=C/C(CC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))=O)=C\C=2)
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12205,"(4E,6E)-1-(4-hydroxyphenyl)-7-phenylhepta-4,6-dien-3-one",C2(\C=C/C(/C=C/C=C/C(CCC1(\C=C/C(/O)=C\C=1))=O)=C\C=2)
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CPD-12208,4-coumaroyl-diketide,C1(/C=C(\C=C/C(/C=C/C(=O)CC([O-])=O)=1)/O)
PWY-6438,POLYKETIDE-SYN,phenylphenalenone biosynthesis,CINNAMOYL-COA,cinnamoyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-3181,ALKALOIDS-SYN,L-tryptophan degradation VI (via tryptamine),TRYPTAMINE,tryptamine,C([NH3+])CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
PWY-3181,ALKALOIDS-SYN,L-tryptophan degradation VI (via tryptamine),INDOLE_ACETALDEHYDE,(indol-3-yl)acetaldehyde,C(=O)CC1(\C2(\C(\N\C=1)=C/C=C\C=2))
PWY-3181,ALKALOIDS-SYN,L-tryptophan degradation VI (via tryptamine),INDOLE_ACETATE_AUXIN,(indol-3-yl)acetate,C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
PWY-3181,ALKALOIDS-SYN,L-tryptophan degradation VI (via tryptamine),TRP,L-tryptophan,C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2))
PWY-5470,ISOQUINOLINE-ALKALOIDS,palmatine biosynthesis,S-RETICULINE,(<i>S</i>)-reticuline,C1([NH+]([C@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC3(\C=C/C(/OC)=C(\C=3)/O))C)
PWY-5470,ISOQUINOLINE-ALKALOIDS,palmatine biosynthesis,S-SCOULERINE,(<i>S</i>)-scoulerine,C1(N3([C@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC4(\C=C/C(/OC)=C(C(/C3)=4)/O)))
PWY-5470,ISOQUINOLINE-ALKALOIDS,palmatine biosynthesis,S-TETRAHYDROCOLUMBAMINE,(<i>S</i>)-tetrahydrocolumbamine,C1(CC4(/C=C(C(/O)=C\C(\[C@@H]2(CC3(\C=C/C(/OC)=C(C(/CN12)=3)/OC)))=4)/OC))
PWY-5470,ISOQUINOLINE-ALKALOIDS,palmatine biosynthesis,COLUMBAMINE,columbamine,COC2(/C=C\C3(\C=C1(C4(\C(/CC[N+]/1=C\C(C(\OC)=2)=3)=C/C(/OC)=C(/C=4)/O))))
PWY-5470,ISOQUINOLINE-ALKALOIDS,palmatine biosynthesis,PALMATINE,palmatine,C1(CC4(/C=C(C(/OC)=C\C(\C2(\[N+]\1=C/C3(\C(/C=2)=C/C=C(C(\OC)=3)/OC)))=4)/OC))
PWY-5470,ISOQUINOLINE-ALKALOIDS,palmatine biosynthesis,TETRAHYDROPALMATINE,(<i>S</i>)-tetrahydropalmatine,C1(CC4(/C=C(C(/OC)=C\C(\[C@@H]2(CC3(\C(\CN12)=C(C(/OC)=C\C=3)\OC)))=4)/OC))
PWY-7173,FLAVONOL-SYN,quercetin triglucoside biosynthesis,CPD1F-437,quercetin-3-glucoside,C4(/C=C(C(/O)=C\C(\C2(\OC3(/C=C(/C=C(C(\C(=O)C(/O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)=3)/O)/[O-])))=4)/O)
PWY-7173,FLAVONOL-SYN,quercetin triglucoside biosynthesis,CPD-14849,quercetin 3-<i>O</i>-&beta;-<i>D</i>-glucosyl-(1->2)-&beta;-<i>D</i>-glucoside,C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)O[C@@H]2([C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC4(\C(C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C\C(\O)=C(/C=3)\O))=4)=5))=O)))
