Name,SMILES,Metabolite,Type,ACYLSUGAR-BIOSYNTHESIS,ALKALOIDS-SYN,ANTHOCYANIN-SYN,APOCAROTENOID-SYN,AURONE-SYN,Abscisic-Acid-Biosynthesis,Aroma-Compound-Biosynthesis,Auxin-Biosynthesis,BETALAIN-ALKALOIDS,C40-Carotenoids-Biosynthesis,CINNAMATE-SYN,COUMARIN-SYN,CYANOGENIC-GLUCOSIDE-SYN,CYCLITOLS,CYTOKININ-BIOSYNTHESIS,Caffeine-Biosynthesis,Cyclitols-Biosynthesis,DITERPENOID-SYN,FATTY-ACID-DERIVATIVE-SYN,FLAVANONES-SYN,FLAVONE-SYN,FLAVONOID-SYN,FLAVONOL-SYN,GIBBERELLIN-SYN,GIBBERELLINS-BIOSYNTHESIS,GLUCOSINOLATE-SYN,INDOLE-PHYTOALEXIN-SYN,ISOFLAVONOID-PHYTOALEXINS,ISOFLAVONOID-SYN,ISOPRENOIDS,ISOQUINOLINE-ALKALOIDS,Jasmonates-Biosynthesis,LEUCOANTHOCYANIDIN-SYN,LIGNAN-SYN,LIGNIN-SYN,Lycopene-Biosynthesis,MEP-Pathways,MONOTERPENOID-SYN,N-CONTAINING-SECONDARY-CMPD-SYN,NON-PROTEIN-AMINO-ACID-SYN,PHENYLPROPANOID-SYN,PHYTOALEXIN-SYN,POLYKETIDE-SYN,PYRROLIDINE-ALKALOIDS,Phytate-Biosynthesis,Plant-Hormone-Biosynthesis,QUINOLINE-ALKALOIDS,QUINONE-SYN,Resin-Acids-Biosynthesis,Rosmarinate-Biosynthesis,Rotenoids-Biosynthesis,S-CONTAINING-SECONDARY-CMPD-SYN,SESQUITERPENE-LACTONE,SESQUITERPENOID-SYN,SUGAR-DERIVS,TERPENOID-ALKALOIDS,TERPENOID-PHYTOALEXINS,TERPENOPHENOLICS-SYN,TRITERPENOID-SYN,TROPANE-ALKALOIDS,Terpenoid-Biosynthesis,Toxin-Biosynthesis,XANTHONE-SYN,Yatein-Biosynthesis
"1,6,8-trihydroxy-7-methoxy-2-methylanthraquinone",CC1(/C=C\C2(\C(=O)C3(/C=C(C(\OC)=C(C(\C(=O)C(/C(/O)=1)=2)=3)\O)/O))),CPD-9627,['QUINONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,7,8-trihydroxy-6-methoxy-2-methylanthraquinone",CC1(/C=C\C2(\C(=O)C3(/C=C(C(\O)=C(C(\C(=O)C(/C(/O)=1)=2)=3)\O)/OC))),CPD-9628,['QUINONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,7-dihydroxy-5,6,8-trimethoxyanthraquinone",COC1(/C2(/C(=O)C3(/C(/O)=C\C=C/C(/C(=O)C(/C(/OC)=C(C(\[O-])=1)/OC)=2)=3))),CPD-9631,['QUINONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,7-dihydroxy-6,8-dimethoxy-2-methylanthraquinone",CC1(/C=C\C2(\C(=O)C3(/C=C(C(\O)=C(C(\C(=O)C(/C(/O)=1)=2)=3)\OC)/OC))),CPD-9629,['QUINONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,8-cineole",CC2(C)(O[C@]1(C)(CC[C@H](CC1)2)),CPD-4261,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,8-dihydroxy-3-methylnaphthalene",CC1(\C=C(C2(C(/O)=C\C=C/C(\C=1)=2))\O),CPD-11688,['POLYKETIDE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(1<i>H</i>-indol-3-yl)-2-<i>aci</i>-nitroethane,C(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))=[N+](O)[O-],CPD-12386,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propane-1,3-dione",C2(/C=C(C(/O)=C\C(\C(=O)CC(=O)C1(/C(/O)=C\C(\[O-])=C/C(/O)=1))=2)/O),CPD-15077,['FLAVONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-(3,4-dihydroxyphenyl)-3-(3-<i>C</i>-glucosyl-2,4,6-trihydroxyphenyl)propane-1,3-dione",C3(/C=C(C(/O)=C\C(\C(=O)CC(=O)C2(/C(/O)=C([C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))\C(\[O-])=C/C(/O)=2))=3)/O),6C-Glc-2-hydroxyeriodictyol,['FLAVONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-(3,4-dihydroxyphenyl)-5-hydroxy-3-decanone",CCCCC[C@H](O)CC(=O)CCC1(\C=C(C(/O)=C\C=1)\O),CPD-13495,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-(4-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propane-1,3-dione",C2(\C(\C(=O)CC(=O)C1(/C(/O)=C\C(\O)=C/C(/O)=1))=C/C=C(\C=2)/[O-]),CPD-12655,"['FLAVANONES-SYN', 'FLAVONOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfanyl)-4-<i>aci</i>-nitrobutane,CSCCCC=[N+](O)[O-],CPD-12389,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfanyl)-5-<i>aci</i>-nitropentane,CSCCCCC=[N+]([O-])O,CPD-12392,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfanyl)-6-<i>aci</i>-nitrohexane,CSCCCCCC=[N+](O)[O-],CPD-12395,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfanyl)-7-<i>aci</i>-nitroheptane,CSCCCCCCC=[N+](O)[O-],CPD-12398,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfanyl)-8-<i>aci</i>-nitrooctane,CSCCCCCCCC=[N+](O)[O-],CPD-12401,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(methylsulfanyl)-9-<i>aci</i>-nitrononane,C(CCCCCCCCSC)=[N+]([O-])O,CPD-12404,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-<i>O</i>-caffeoyl-&beta;-<i>D</i>-glucose,C2(\C(/C=C/C(=O)O[C@H]1([C@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O))=CC(\O)=C(\C=2)\O),CPD-16550,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-<i>O</i>-feruloyl-&beta;-<i>D</i>-glucose,COC2(/C=C(/C=C/C(=O)O[C@H]1([C@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O))\C=C/C(/O)=2),CPD-15281,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-<i>O</i>-sinapoyl-&beta;-D-glucose,COC2(\C(\O)=C(C=C(/C=C/C(=O)O[C@H]1([C@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O))/C=2)\OC),1-O-SINAPOYL-BETA-D-GLUCOSE,"['CINNAMATE-SYN', 'CINNAMATE-SYN']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-<i>aci</i>-nitro-2-phenylethane,C(CC1(\C=C/C=C\C=1))=[N+](O)[O-],CPD-12383,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-O-galloyl-&beta;-D-glucose,C2(/C(/O)=C(C(/O)=C\C(\C(=O)O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)/O),1-O-GALLOYL-BETA-D-GLUCOSE,['FLAVONOL-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-deoxy-2,3-hexodiulose-6-phosphate",CC(=O)C(=O)C(O)C(O)COP([O-])(=O)[O-],CPD-20125,['Aroma-Compound-Biosynthesis'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-deoxy-D-xylulose 5-phosphate,CC(=O)[C@@H](O)[C@H](O)COP([O-])(=O)[O-],DEOXYXYLULOSE-5P,"['MEP-Pathways', 'MEP-Pathways']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-deoxycapsidiol,C=C([C@H]2(C[C@@]1([C@@H]([C@@H](CCC/1=C\C2)O)C)C))C,CPD-4662,['TERPENOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1-hexanal,CCCCCC=O,HEXANAL,['FATTY-ACID-DERIVATIVE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-hydroxyglucobrassicin,C2(\N(O)C3(/C=C\C=C/C(/C(\CC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-])=2)=3)),CPD-19470,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-methylpyrrolidine-2-acetyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CC1([NH+](CCC1)C))=O)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],CPD-9771,['TROPANE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1-phenyl-3-(2,4,6-trihydroxyphenyl)propane-1,3-dione",C2(\C=C/C(/C(=O)CC(=O)C1(/C(/O)=C\C(\O)=C/C(/O)=1))=C\C=2),CPD-15078,['FLAVONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-phenyl-3-(3-<i>C</i>-glucosyl-2,4,6-trihydroxyphenyl)propane-1,3-dione",C3(\C=C/C(/C(=O)CC(=O)C2(/C(/O)=C([C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))\C(\O)=C/C(/O)=2))=C\C=3),CPD-15091,['FLAVONE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-phenyl-7-(3,4-dihydroxyphenyl)-hepta-1,3-dien-5-one",C2(\C=C/C(/C=C/C=C/C(=O)CCC1(\C=C/C(/O)=C(\C=1)/O))=C\C=2),CPD-12202,['POLYKETIDE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-phenylpropane-1,2-dione",CC(=O)C(=O)C1(\C=C/C=C\C=1),CPD-9949,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate",C(OC(=O)[R1])[C@H](COP(=O)([O-])O[C@@H]1([C@H](O)[C@H](OP([O-])([O-])=O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)1))OC(=O)[R2],1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH,['Cyclitols-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10&beta;,14&beta;-dihydroxytaxa-4(20),11-dien-5&alpha;-yl acetate",CC2(/CC(O)[C@H]1(C[C@H]3([C@](C)(C[C@H](O)C(\[C@](C)(C)1)=2)CC[C@H](OC(C)=O)C3=C))),CPD-9194,['DITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10&beta;-hydroxytaxa-4(20),11-dien-5&alpha;-yl acetate",CC2(/CC[C@H]1(C[C@H]3([C@](C)(C[C@H](O)C(\[C@](C)(C)1)=2)CC[C@H](OC(C)=O)C3=C))),10-BETA-HYDROXYTAXA-42011-DIEN-5-ALPH,['DITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-(methylsulfanyl)-2-oxodecanoate,CSCCCCCCCCC(=O)C([O-])=O,CPDQT-41,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-<i>epi</i>-&gamma;-eudesmol,CC2(\CCC[C@]1(C)(C(/C[C@H](C(O)(C)C)CC1)=2)),CPD-11433,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10-deacetyl-2-debenzoylbaccatin III,CC4(/[C@@H](O)C[C@@]3(O)([C@@H](O)[C@@H]2([C@@]1(CO[C@@H]1C[C@H](O)[C@](C)2C(=O)[C@H](O)C(\C(C)(C)3)=4)(OC(=O)C)))),10-DEACETYL-2-DEBENZOYLBACCATIN-III,['DITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-deacetylbaccatin III,CC3(/[C@@H](O)C[C@@]2(O)([C@@H](OC(C1(\C=C/C=C\C=1))=O)[C@H]4([C@](C)(C(=O)[C@H](O)C(\C(C)(C)2)=3)[C@@H](O)C[C@H]5(OC[C@@](OC(=O)C)45)))),10-DEACETYLBACCATIN-III,['DITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-deoxysarpagine,C/C=C5([C@H]1([C@@H](CO)[C@H]2(N([C@@H](C1)C3(\NC4(/C=C\C=C/C(/C(\C2)=3)=4)))C5))),10-DEOXYSARPAGINE,['TERPENOID-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10-hydroxy-&alpha;-humulene,CC1(/CC/C=C(C)/C(O)/C=C/C(C)(C)C/C=1),CPD-11422,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10-hydroxydihydrosanguinarine,C2(C6(/C(C3(/C=C\C4(/C=C1(C(/OCO1)=C\C(C(\N(C)2)=3)=4))))=C(O)/C=C5(C(\OCO5)=6))),10-HYDROXYDIHYDROSANGUINARINE,['ISOQUINOLINE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11&alpha;,30-dihydroxy-&beta;-amyrin",C[C@]1([C@H](CC[C@@]2(C5([C@@](CCC12)([C@]3(C(/C4([C@@](CC3)(CC[C@@](C4)(CO)C)C))=C/[C@@H](O)5)C)C))C)O)C,CPD-13669,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11&alpha;-hydroxy-&beta;-amyrin,C[C@@]4(CC5(C2(\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1[C@H](O)\C=2)3C)O)(C)C))C)(CC[C@@](CC4)5C)C)))C,CPD-13666,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11-deoxoglycyrrhetinate,C[C@@]4(C)(C3(CC[C@@]2(C)([C@]1(C)(CC[C@@]5([C@H](C/1=C\CC2[C@](C)3CC[C@H](O)4)C[C@](C(O)=O)(C)CC5)C)))),CPD-14486,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11-hydroxyferruginol,CC(C)C2(\C=C1(CC[C@H]3(C(C)(C)CCC[C@](C)(C1=C(O)C(O)=2)3))),CPD-20241,['DITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-hydroxyvittatine,C4(OC5(/C=C1(C([C@]23([C@H](O)CN(C1)[C@@H](C[C@@H](\C=C/2)O)3))=CC(\O4)=5))),CPD-19447,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-oxo-&beta;-amyrin,C[C@@]4(CC5(C2(\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C(=O)\C=2)3C)O)(C)C))C)(CC[C@@](CC4)5C)C)))C,CPD-13667,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12,13&beta;-epoxy-&beta;-amyrin",C[C@@]3(C[C@H]4([C@]26(O[C@H](C[C@@H]5([C@]1(CC[C@@H]([C@@]([C@@H]1CC[C@@]([C@@]2(CC[C@@](C)(CC3)4)C)5C)(C)C)O)C))6)))C,CPD-16620,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12,13&beta;-epoxy-16&beta;-hydroxy-&beta;-amyrin",C[C@@]3(C[C@H]4([C@]26(O[C@H](C[C@@H]5([C@]1(CC[C@@H]([C@@]([C@@H]1CC[C@@]([C@@]2(C[C@H](O)[C@@](C)(CC3)4)C)5C)(C)C)O)C))6)))C,CPD-16622,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12-hydroxydihydrochelirubine,C1(C6(/C(C4(\C(\N(C)1)=C3(/C=C2(C(/OCO2)=C\C/3=C(\C=4)/O))))=C(/C=C5(C(\OCO5)=6))OC)),12-HYDROXYDIHYDROCHELIRUBINE,['ISOQUINOLINE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13(S)-HPOTE,CC\C=C/C[C@@H](/C=C/C=C\CCCCCCCC([O-])=O)OO,CPD-725,"['FATTY-ACID-DERIVATIVE-SYN', 'FATTY-ACID-DERIVATIVE-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
